id1,id2,X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,fire,month nominal
869,357,6,3,sep,fri,92.5,122.0,789.7,10.2,15.9,55,3.6,0.0,0,9
870,358,6,3,sep,fri,92.5,122.0,789.7,10.2,19.7,39,2.7,0.0,0,9
871,359,1,4,sep,fri,92.5,122.0,789.7,10.2,21.1,39,2.2,0.0,1,9
872,360,6,5,sep,fri,92.5,122.0,789.7,10.2,18.4,42,2.2,0.0,1,9
873,361,4,3,sep,fri,92.5,122.0,789.7,10.2,17.3,45,4.0,0.0,1,9
874,362,7,4,sep,fri,88.2,55.2,732.3,11.6,15.2,64,3.1,0.0,1,9
875,363,4,3,sep,tue,91.9,111.7,770.3,6.5,15.9,53,2.2,0.0,1,9
876,364,6,5,sep,tue,91.9,111.7,770.3,6.5,21.1,35,2.7,0.0,1,9
877,365,6,5,sep,tue,91.9,111.7,770.3,6.5,19.6,45,3.1,0.0,1,9
878,366,4,5,sep,tue,91.1,132.3,812.1,12.5,15.9,38,5.4,0.0,1,9
879,367,4,5,sep,tue,91.1,132.3,812.1,12.5,16.4,27,3.6,0.0,0,9
880,368,6,5,sep,sat,91.2,94.3,744.4,8.4,16.8,47,4.9,0.0,1,9
881,369,4,5,sep,sun,91.0,108.3,825.1,7.1,13.8,77,7.6,0.0,0,9
882,370,7,4,sep,sun,91.0,108.3,825.1,7.1,13.8,77,7.6,0.0,1,9
883,371,3,4,jul,wed,91.9,133.6,520.5,8.0,14.2,58,4.0,0.0,0,7
884,372,4,5,aug,sun,92.0,203.2,664.5,8.1,10.4,75,0.9,0.0,0,8
885,373,5,4,aug,thu,94.8,222.4,698.6,13.9,20.3,42,2.7,0.0,0,8
886,374,6,5,sep,fri,90.3,108.3,855.3,7.4,10.3,78,4.0,0.0,1,9
887,375,6,5,sep,sat,91.2,94.3,744.4,8.4,15.4,57,4.9,0.0,1,9
888,376,8,6,aug,mon,92.1,207.0,672.6,8.2,21.1,54,2.2,0.0,0,8
889,377,2,2,aug,sat,93.7,231.1,715.1,8.4,21.9,42,2.2,0.0,1,8
890,378,6,5,mar,thu,90.9,18.9,30.6,8.0,8.7,51,5.8,0.0,0,3
891,379,4,5,jan,sun,91.6,1.1,171.4,8.4,5.2,42,0.9,0.0,0,1
892,380,5,4,jul,wed,93.7,101.3,458.8,11.9,19.3,39,7.2,0.0,1,7
893,381,8,6,aug,thu,90.7,194.1,643.0,6.8,16.2,63,2.7,0.0,1,8
894,382,8,6,aug,wed,95.2,217.7,690.0,8.4,28.2,29,1.8,0.0,1,8
895,383,9,6,aug,thu,91.6,248.4,753.8,6.3,20.5,58,2.7,0.0,1,8
896,384,8,4,aug,sat,91.6,108.3,819.1,7.7,21.3,44,4.5,0.0,1,8
897,385,2,4,aug,sun,91.6,181.3,613.0,7.6,20.9,50,2.2,0.0,1,8
898,386,3,4,sep,sun,90.5,96.7,750.5,11.4,20.6,55,5.4,0.0,1,9
899,387,5,5,mar,thu,90.9,18.9,30.6,8.0,11.6,48,5.4,0.0,0,3
900,388,6,4,aug,fri,94.8,227.0,706.7,12.0,23.3,34,3.1,0.0,1,8
901,389,7,4,aug,fri,94.8,227.0,706.7,12.0,23.3,34,3.1,0.0,0,8
902,390,7,4,feb,mon,91.6,9.5,58.3,4.1,7.5,71,6.3,0.0,1,2
903,391,8,6,sep,fri,91.1,91.3,738.1,7.2,20.7,46,2.7,0.0,1,9
904,392,1,3,sep,sun,91.0,108.3,825.1,7.1,21.9,43,4.0,0.0,1,9
905,393,2,4,mar,tue,93.4,15.0,25.6,11.4,15.2,19,7.6,0.0,0,3
906,394,6,5,feb,mon,91.6,4.6,46.7,2.2,5.3,68,1.8,0.0,0,2
907,395,4,5,feb,sun,91.6,9.0,56.9,3.5,10.1,62,1.8,0.0,1,2
908,396,4,3,sep,sun,90.5,96.7,750.5,11.4,20.4,55,4.9,0.0,1,9
909,397,5,6,aug,sun,91.6,181.3,613.0,7.6,24.3,33,3.6,0.0,1,8
910,398,1,2,aug,sat,93.7,231.1,715.1,8.4,25.9,32,3.1,0.0,0,8
911,399,9,5,jun,wed,93.3,49.5,297.7,14.0,28.0,34,4.5,0.0,0,6
912,400,9,5,jun,wed,93.3,49.5,297.7,14.0,28.0,34,4.5,0.0,1,6
913,401,3,4,sep,thu,91.1,88.2,731.7,8.3,22.8,46,4.0,0.0,1,9
914,402,9,9,aug,fri,94.8,227.0,706.7,12.0,25.0,36,4.0,0.0,0,8
915,403,8,6,aug,thu,90.7,194.1,643.0,6.8,21.3,41,3.6,0.0,0,8
916,404,2,4,sep,wed,87.9,84.8,725.1,3.7,21.8,34,2.2,0.0,1,9
917,405,2,2,aug,tue,94.6,212.1,680.9,9.5,27.9,27,2.2,0.0,0,8
918,406,6,5,sep,sat,87.1,108.3,860.6,4.0,17.0,67,4.9,0.0,1,9
919,407,4,5,feb,sat,91.6,8.2,55.0,2.9,14.2,46,4.0,0.0,0,2
920,408,4,3,sep,fri,90.3,108.3,855.3,7.4,19.9,44,3.1,0.0,1,9
921,409,1,4,jul,tue,92.3,96.2,450.2,12.1,23.4,31,5.4,0.0,0,7
922,410,6,3,feb,fri,91.6,7.3,52.8,2.7,14.7,42,2.7,0.0,0,2
923,411,7,4,feb,fri,91.6,3.2,43.6,3.3,8.2,53,4.0,0.0,1,2
924,412,9,4,jul,mon,92.3,92.1,442.1,9.8,22.8,27,4.5,0.0,1,7
925,413,7,5,aug,sat,93.7,231.1,715.1,8.4,26.4,33,3.6,0.0,0,8
926,414,5,4,aug,sun,93.6,235.1,723.1,10.1,24.1,50,4.0,0.0,0,8
927,415,8,6,aug,thu,94.8,222.4,698.6,13.9,27.5,27,4.9,0.0,1,8
928,416,6,3,jul,tue,92.7,164.1,575.8,8.9,26.3,39,3.1,0.0,1,7
929,417,6,5,mar,wed,93.4,17.3,28.3,9.9,13.8,24,5.8,0.0,0,3
930,418,2,4,aug,sun,92.0,203.2,664.5,8.1,24.9,42,5.4,0.0,1,8
931,419,2,5,aug,sun,91.6,181.3,613.0,7.6,24.8,36,4.0,0.0,1,8
932,420,8,8,aug,wed,91.7,191.4,635.9,7.8,26.2,36,4.5,0.0,1,8
933,421,2,4,aug,wed,95.2,217.7,690.0,8.4,30.8,19,4.5,0.0,0,8
934,422,8,6,jul,sun,88.9,108.3,795.9,5.2,29.3,27,3.6,0.0,1,7
935,423,1,3,sep,sat,91.2,94.3,744.4,8.4,22.3,48,4.0,0.0,1,9
936,424,8,6,aug,sat,93.7,231.1,715.1,8.4,26.9,31,3.6,0.0,1,8
937,425,2,2,aug,thu,91.6,248.4,753.8,6.3,20.4,56,2.2,0.0,0,8
938,426,8,6,aug,thu,91.6,248.4,753.8,6.3,20.4,56,2.2,0.0,0,8
939,427,2,4,aug,mon,92.1,207.0,672.6,8.2,27.9,33,2.2,0.0,1,8
940,428,1,3,aug,thu,94.8,222.4,698.6,13.9,26.2,34,5.8,0.0,0,8
941,429,3,4,aug,sun,91.6,181.3,613.0,7.6,24.6,44,4.0,0.0,1,8
942,430,7,4,sep,thu,89.7,108.3,849.3,6.8,19.4,45,3.6,0.0,0,9
943,431,1,3,aug,sat,92.1,178.0,605.3,9.6,23.3,40,4.0,0.0,1,8
944,432,8,6,aug,thu,94.8,222.4,698.6,13.9,23.9,38,6.7,0.0,0,8
945,433,2,4,aug,sun,93.6,235.1,723.1,10.1,20.9,66,4.9,0.0,1,8
946,434,1,4,aug,fri,90.6,108.3,811.2,5.5,22.2,45,3.6,0.0,0,8
947,435,2,5,jul,sat,90.8,84.7,376.6,5.6,23.8,51,1.8,0.0,0,7
948,436,8,6,aug,mon,92.1,207.0,672.6,8.2,26.8,35,1.3,0.0,1,8
949,437,8,6,aug,sat,89.4,108.3,768.4,9.7,14.2,73,2.7,0.0,0,8
950,438,2,5,aug,sat,93.7,231.1,715.1,8.4,23.6,53,4.0,0.0,1,8
951,439,1,3,sep,fri,91.1,91.3,738.1,7.2,19.1,46,2.2,0.0,1,9
952,440,5,4,sep,fri,90.3,108.3,855.3,7.4,16.2,58,3.6,0.0,0,9
953,441,8,6,aug,mon,92.1,207.0,672.6,8.2,25.5,29,1.8,0.0,1,8
954,442,6,5,apr,mon,87.9,24.9,41.6,3.7,10.9,64,3.1,0.0,1,4
955,443,1,2,jul,fri,90.7,80.9,368.3,16.8,14.8,78,8.0,0.0,0,7
956,444,2,5,sep,fri,90.3,108.3,855.3,7.4,16.2,58,3.6,0.0,1,9
957,445,5,5,aug,sun,94.0,47.9,100.7,10.7,17.3,80,4.5,0.0,0,8
958,446,6,5,aug,sun,92.0,203.2,664.5,8.1,19.1,70,2.2,0.0,0,8
959,447,3,4,mar,wed,93.4,17.3,28.3,9.9,8.9,35,8.0,0.0,0,3
960,448,7,4,sep,wed,89.7,108.3,844.0,10.1,10.5,77,4.0,0.0,0,9
961,449,7,4,aug,sun,91.6,181.3,613.0,7.6,19.3,61,4.9,0.0,0,8
962,450,4,5,aug,wed,95.2,217.7,690.0,8.4,23.4,49,5.4,0.0,1,8
963,451,1,4,aug,fri,90.5,196.8,649.9,16.3,11.8,42,4.9,0.0,1,8
964,452,7,4,aug,mon,91.5,238.2,730.6,7.5,17.7,65,4.0,0.0,0,8
965,453,4,5,aug,thu,89.4,108.3,803.3,5.6,17.4,54,3.1,0.0,0,8
966,454,3,4,aug,thu,91.6,248.4,753.8,6.3,16.8,56,3.1,0.0,0,8
967,455,3,4,jul,mon,94.6,160.0,567.2,16.7,17.9,48,2.7,0.0,0,7
968,456,2,4,aug,thu,91.6,248.4,753.8,6.3,16.6,59,2.7,0.0,0,8
969,457,1,4,aug,wed,91.7,191.4,635.9,7.8,19.9,50,4.0,0.0,1,8
970,458,8,6,aug,sat,93.7,231.1,715.1,8.4,18.9,64,4.9,0.0,1,8
971,459,7,4,aug,sat,91.6,108.3,819.1,7.7,15.5,72,8.0,0.0,1,8
972,460,2,5,aug,sat,93.7,231.1,715.1,8.4,18.9,64,4.9,0.0,0,8
973,461,8,6,aug,sat,93.7,231.1,715.1,8.4,18.9,64,4.9,0.0,0,8
974,462,1,4,sep,sun,91.0,108.3,825.1,7.1,14.5,76,7.6,0.0,1,9
975,463,6,5,feb,tue,91.6,4.4,16.2,1.9,4.6,82,6.3,0.0,1,2
976,464,6,4,feb,tue,91.6,4.4,16.2,1.9,5.1,77,5.4,0.0,1,2
977,465,2,2,feb,sat,91.6,3.6,15.3,1.8,4.6,59,0.9,0.0,1,2
978,466,6,5,mar,mon,87.2,15.1,36.9,7.1,10.2,45,5.8,0.0,1,3
979,467,3,4,mar,wed,90.2,18.5,41.1,7.3,11.2,41,5.4,0.0,1,3
980,468,6,5,mar,thu,91.3,20.6,43.5,8.5,13.3,27,3.6,0.0,1,3
981,469,6,3,apr,sun,91.0,14.6,25.6,12.3,13.7,33,4.0,0.0,1,4
982,470,5,4,apr,sun,91.0,14.6,25.6,12.3,17.6,27,5.8,0.0,0,4
983,471,4,3,may,fri,89.6,25.4,73.7,5.7,18.0,40,4.0,0.0,1,5
984,472,8,3,jun,mon,88.2,96.2,229.0,4.7,14.3,79,4.0,0.0,1,6
985,473,9,4,jun,sat,90.5,61.1,252.6,9.4,24.5,50,3.1,0.0,1,6
986,474,4,3,jun,thu,93.0,103.8,316.7,10.8,26.4,35,2.7,0.0,1,6
987,475,2,5,jun,thu,93.7,121.7,350.2,8.4,22.7,40,4.0,0.0,1,6
988,476,4,3,jul,thu,93.5,85.3,395.0,9.9,27.2,28,1.3,0.0,1,7
989,477,4,3,jul,sun,93.7,101.3,423.4,14.7,26.1,45,4.0,0.0,1,7
990,478,7,4,jul,sun,93.7,101.3,423.4,14.7,18.2,82,4.5,0.0,1,7
991,479,7,4,jul,mon,89.2,103.9,431.6,6.4,22.6,57,4.9,0.0,1,7
992,480,9,9,jul,thu,93.2,114.4,560.0,9.5,30.2,25,4.5,0.0,1,7
993,481,4,3,jul,thu,93.2,114.4,560.0,9.5,30.2,22,4.9,0.0,0,7
994,482,3,4,aug,sun,94.9,130.3,587.1,14.1,23.4,40,5.8,0.0,1,8
995,483,8,6,aug,sun,94.9,130.3,587.1,14.1,31.0,27,5.4,0.0,0,8
996,484,2,5,aug,sun,94.9,130.3,587.1,14.1,33.1,25,4.0,0.0,1,8
997,485,2,4,aug,mon,95.0,135.5,596.3,8.4,30.6,28,3.6,0.0,1,8
998,486,5,4,aug,tue,95.1,141.3,605.8,8.4,24.1,43,6.3,0.0,1,8
999,487,5,4,aug,tue,95.1,141.3,605.8,8.4,26.4,34,3.6,0.0,1,8
1000,488,4,4,aug,tue,95.1,141.3,605.8,8.4,19.4,71,7.6,0.0,1,8
1001,489,4,4,aug,wed,95.1,141.3,605.8,8.4,20.6,58,1.3,0.0,0,8
1002,490,4,4,aug,wed,95.1,141.3,605.8,8.4,28.7,33,4.0,0.0,0,8
1003,491,4,4,aug,thu,95.8,152.0,624.1,13.8,32.4,21,4.5,0.0,0,8
1004,492,1,3,aug,fri,95.9,158.0,633.6,11.3,32.4,27,2.2,0.0,0,8
1005,493,1,3,aug,fri,95.9,158.0,633.6,11.3,27.5,29,4.5,0.0,1,8
1006,494,6,6,aug,sat,96.0,164.0,643.0,14.0,30.8,30,4.9,0.0,1,8
1007,495,6,6,aug,mon,96.2,175.5,661.8,16.8,23.9,42,2.2,0.0,0,8
1008,496,4,5,aug,mon,96.2,175.5,661.8,16.8,32.6,26,3.1,0.0,1,8
1009,497,3,4,aug,tue,96.1,181.1,671.2,14.3,32.3,27,2.2,0.0,1,8
1010,498,6,5,aug,tue,96.1,181.1,671.2,14.3,33.3,26,2.7,0.0,1,8
1011,499,7,5,aug,tue,96.1,181.1,671.2,14.3,27.3,63,4.9,6.4,1,8
1012,500,8,6,aug,tue,96.1,181.1,671.2,14.3,21.6,65,4.9,0.8,0,8
1013,501,7,5,aug,tue,96.1,181.1,671.2,14.3,21.6,65,4.9,0.8,0,8
1014,502,4,4,aug,tue,96.1,181.1,671.2,14.3,20.7,69,4.9,0.4,0,8
1015,503,2,4,aug,wed,94.5,139.4,689.1,8.4,29.2,30,4.9,0.0,1,8
1016,504,4,3,aug,wed,94.5,139.4,689.1,8.4,28.9,29,4.9,0.0,1,8
1017,505,1,2,aug,thu,91.0,163.2,744.4,10.1,26.7,35,1.8,0.0,1,8
1018,506,1,2,aug,fri,91.0,166.9,752.6,7.1,18.5,73,4.0,0.0,0,8
1019,507,2,4,aug,fri,91.0,166.9,752.6,7.1,25.9,41,3.6,0.0,0,8
1020,508,1,2,aug,fri,91.0,166.9,752.6,7.1,25.9,41,3.6,0.0,0,8
1021,509,5,4,aug,fri,91.0,166.9,752.6,7.1,21.1,71,7.6,1.4,1,8
1022,510,6,5,aug,fri,91.0,166.9,752.6,7.1,18.2,62,5.4,0.0,1,8
1023,511,8,6,aug,sun,91.6,56.7,665.6,1.9,27.8,35,2.7,0.0,0,8
1024,512,4,3,aug,sun,91.6,56.7,665.6,1.9,27.8,32,2.7,0.0,1,8
1025,513,2,4,aug,sun,91.6,56.7,665.6,1.9,21.9,71,5.8,0.0,1,8
1026,514,7,4,aug,sun,91.6,56.7,665.6,1.9,21.2,70,6.7,0.0,1,8
1027,515,1,4,aug,sat,94.4,146.0,614.7,11.3,25.6,42,4.0,0.0,0,8
1028,516,6,3,nov,tue,91.6,3.0,106.7,1.1,11.8,31,4.5,0.0,0,11
